term,term_id,document_frequency,idf,avg_tf,max_tf,max_tf_document,avg_tfidf,max_tfidf,max_tfidf_document
same,1180,11.0,4.370597938850259,1.0,1.0,152,0.05526043370960097,4.370597938850259,152
allen,396,11.0,4.370597938850259,1.0,1.0,41,0.05526043370960097,4.370597938850259,41
best,399,11.0,4.370597938850259,1.0,1.0,41,0.05526043370960097,4.370597938850259,41
trumptransitionteam,237,11.0,4.370597938850259,1.0,1.0,20,0.05526043370960097,4.370597938850259,20
make,1221,11.0,4.370597938850259,1.0,1.0,159,0.05526043370960097,4.370597938850259,159
doesnt,405,11.0,4.370597938850259,1.0,1.0,42,0.05526043370960097,4.370597938850259,42
supremacists,1286,11.0,4.370597938850259,1.0,1.0,171,0.05526043370960097,4.370597938850259,171
s,938,11.0,4.370597938850259,1.0,1.0,113,0.05526043370960097,4.370597938850259,113
shes,959,8.0,4.689051669968793,1.25,2.0,115,0.05389714563182521,9.378103339937587,115
animal,218,9.0,4.5712686343124105,1.1111111111111112,2.0,159,0.052543317635774835,9.142537268624821,159
because,1955,9.0,4.5712686343124105,1.1111111111111112,2.0,762,0.052543317635774835,9.142537268624821,762
rightists,592,9.0,4.5712686343124105,1.1111111111111112,2.0,585,0.052543317635774835,9.142537268624821,585
cuba,618,9.0,4.5712686343124105,1.1111111111111112,2.0,412,0.052543317635774835,9.142537268624821,412
david,1147,10.0,4.465908118654584,1.0,1.0,145,0.05133227722591476,4.465908118654584,145
even,62,10.0,4.465908118654584,1.0,1.0,5,0.05133227722591476,4.465908118654584,5
win,1079,10.0,4.465908118654584,1.0,1.0,134,0.05133227722591475,4.465908118654584,134
yes,1284,10.0,4.465908118654584,1.0,1.0,170,0.05133227722591475,4.465908118654584,170
want,1012,10.0,4.465908118654584,1.0,1.0,123,0.05133227722591475,4.465908118654584,123
way,238,10.0,4.465908118654584,1.0,1.0,20,0.05133227722591475,4.465908118654584,20
youre,905,10.0,4.465908118654584,1.0,1.0,108,0.05133227722591475,4.465908118654584,108
next,882,10.0,4.465908118654584,1.0,1.0,105,0.05133227722591475,4.465908118654584,105
2016,1093,10.0,4.465908118654584,1.0,1.0,136,0.05133227722591475,4.465908118654584,136
happy,781,10.0,4.465908118654584,1.0,1.0,92,0.05133227722591475,4.465908118654584,92
work,269,10.0,4.465908118654584,1.0,1.0,23,0.05133227722591475,4.465908118654584,23
world,720,10.0,4.465908118654584,1.0,1.0,84,0.05133227722591475,4.465908118654584,84
left,82,10.0,4.465908118654584,1.0,1.0,6,0.05133227722591475,4.465908118654584,6
today,277,10.0,4.465908118654584,1.0,1.0,24,0.05133227722591475,4.465908118654584,24
cabinet,667,10.0,4.465908118654584,1.0,1.0,78,0.05133227722591475,4.465908118654584,78
latest,571,10.0,4.465908118654584,1.0,1.0,64,0.05133227722591475,4.465908118654584,64
does,564,10.0,4.465908118654584,1.0,1.0,63,0.05133227722591475,4.465908118654584,63
first,518,10.0,4.465908118654584,1.0,1.0,58,0.05133227722591475,4.465908118654584,58
thisisus,506,10.0,4.465908118654584,1.0,1.0,56,0.05133227722591475,4.465908118654584,56
liberals,1201,10.0,4.465908118654584,1.0,1.0,156,0.05133227722591475,4.465908118654584,156
medicare,446,10.0,4.465908118654584,1.0,1.0,48,0.05133227722591475,4.465908118654584,48
pipeline,416,10.0,4.465908118654584,1.0,1.0,43,0.05133227722591475,4.465908118654584,43
social,1231,10.0,4.465908118654584,1.0,1.0,160,0.05133227722591475,4.465908118654584,160
popular,745,7.0,4.822583062593316,1.2857142857142858,2.0,181,0.04988879030268948,9.645166125186632,181
already,1378,8.0,4.689051669968793,1.125,2.0,481,0.04850743106864269,9.378103339937587,481
putin,815,8.0,4.689051669968793,1.125,2.0,96,0.04850743106864269,9.378103339937587,96
got,476,8.0,4.689051669968793,1.125,2.0,816,0.04850743106864269,9.378103339937587,816
vr,367,8.0,4.689051669968793,1.125,2.0,98,0.04850743106864269,9.378103339937587,98
hope,1120,8.0,4.689051669968793,1.125,2.0,653,0.04850743106864269,9.378103339937587,653
palestine,26,8.0,4.689051669968793,1.125,2.0,379,0.048507431068642685,9.378103339937587,379
leftists,1174,9.0,4.5712686343124105,1.0,1.0,151,0.04728898587219735,4.5712686343124105,151
theyre,1024,9.0,4.5712686343124105,1.0,1.0,125,0.04728898587219735,4.5712686343124105,125
leonard,328,9.0,4.5712686343124105,1.0,1.0,32,0.04728898587219735,4.5712686343124105,32
cohen,324,9.0,4.5712686343124105,1.0,1.0,32,0.04728898587219735,4.5712686343124105,32
am,387,9.0,4.5712686343124105,1.0,1.0,40,0.04728898587219735,4.5712686343124105,40
oh,384,9.0,4.5712686343124105,1.0,1.0,39,0.04728898587219735,4.5712686343124105,39
could,986,9.0,4.5712686343124105,1.0,1.0,120,0.04728898587219735,4.5712686343124105,120
embargo,619,9.0,4.5712686343124105,1.0,1.0,72,0.04728898587219735,4.5712686343124105,72
doing,380,9.0,4.5712686343124105,1.0,1.0,39,0.04728898587219735,4.5712686343124105,39
well,409,9.0,4.5712686343124105,1.0,1.0,42,0.04728898587219735,4.5712686343124105,42
access,410,9.0,4.5712686343124105,1.0,1.0,43,0.04728898587219735,4.5712686343124105,43
dakota,412,9.0,4.5712686343124105,1.0,1.0,43,0.04728898587219735,4.5712686343124105,43
dylan,615,9.0,4.5712686343124105,1.0,1.0,71,0.04728898587219735,4.5712686343124105,71
while,310,9.0,4.5712686343124105,1.0,1.0,29,0.04728898587219735,4.5712686343124105,29
maga,1274,9.0,4.5712686343124105,1.0,1.0,168,0.04728898587219735,4.5712686343124105,168
tony,203,9.0,4.5712686343124105,1.0,1.0,17,0.04728898587219735,4.5712686343124105,17
model,937,9.0,4.5712686343124105,1.0,1.0,113,0.04728898587219735,4.5712686343124105,113
1,983,9.0,4.5712686343124105,1.0,1.0,120,0.04728898587219735,4.5712686343124105,120
these,606,9.0,4.5712686343124105,1.0,1.0,69,0.04728898587219735,4.5712686343124105,69
video,561,9.0,4.5712686343124105,1.0,1.0,62,0.04728898587219735,4.5712686343124105,62
cy,280,9.0,4.5712686343124105,1.0,1.0,25,0.04728898587219735,4.5712686343124105,25
cant,292,9.0,4.5712686343124105,1.0,1.0,27,0.04728898587219735,4.5712686343124105,27
live,170,9.0,4.5712686343124105,1.0,1.0,14,0.04728898587219735,4.5712686343124105,14
help,1340,9.0,4.5712686343124105,1.0,1.0,181,0.04728898587219735,4.5712686343124105,181
thing,13,9.0,4.5712686343124105,1.0,1.0,0,0.04728898587219735,4.5712686343124105,0
media,1587,7.0,4.822583062593316,1.1428571428571428,2.0,570,0.04434559138016842,9.645166125186632,570
photo,520,7.0,4.822583062593316,1.1428571428571428,2.0,149,0.04434559138016842,9.645166125186632,149
hillary,630,7.0,4.822583062593316,1.1428571428571428,2.0,151,0.04434559138016842,9.645166125186632,151
3d,1440,7.0,4.822583062593316,1.1428571428571428,2.0,302,0.04434559138016842,9.645166125186632,302
efron,52,7.0,4.822583062593316,1.1428571428571428,2.0,149,0.04434559138016842,9.645166125186632,149
against,819,7.0,4.822583062593316,1.1428571428571428,2.0,301,0.04434559138016842,9.645166125186632,301
vote,747,7.0,4.822583062593316,1.1428571428571428,2.0,432,0.04434559138016842,9.645166125186632,432
zac,58,7.0,4.822583062593316,1.1428571428571428,2.0,149,0.04434559138016842,9.645166125186632,149
comey,90,7.0,4.822583062593316,1.1428571428571428,2.0,351,0.044345591380168414,9.645166125186632,351
robots,1071,7.0,4.822583062593316,1.1428571428571428,2.0,680,0.044345591380168414,9.645166125186632,680
spurs,1243,4.0,5.382198850528739,1.75,2.0,161,0.043305048222645026,10.764397701057478,161
much,84,8.0,4.689051669968793,1.0,1.0,6,0.04311771650546017,4.689051669968793,6
pelosi,360,8.0,4.689051669968793,1.0,1.0,36,0.04311771650546017,4.689051669968793,36
full,680,8.0,4.689051669968793,1.0,1.0,80,0.04311771650546017,4.689051669968793,80
euthanasia,320,8.0,4.689051669968793,1.0,1.0,31,0.04311771650546017,4.689051669968793,31
donald,565,8.0,4.689051669968793,1.0,1.0,63,0.04311771650546017,4.689051669968793,63
maduro,889,8.0,4.689051669968793,1.0,1.0,106,0.04311771650546017,4.689051669968793,106
election,1577,8.0,4.689051669968793,1.0,1.0,227,0.04311771650546017,4.689051669968793,227
there,173,8.0,4.689051669968793,1.0,1.0,14,0.04311771650546017,4.689051669968793,14
friday,307,8.0,4.689051669968793,1.0,1.0,29,0.04311771650546017,4.689051669968793,29
made,1196,8.0,4.689051669968793,1.0,1.0,155,0.04311771650546017,4.689051669968793,155
mannequinchallenge,300,8.0,4.689051669968793,1.0,1.0,28,0.04311771650546017,4.689051669968793,28
those,2729,8.0,4.689051669968793,1.0,1.0,486,0.04311771650546017,4.689051669968793,486
money,1202,8.0,4.689051669968793,1.0,1.0,156,0.04311771650546017,4.689051669968793,156
thanks,573,8.0,4.689051669968793,1.0,1.0,64,0.04311771650546017,4.689051669968793,64
westworld,144,8.0,4.689051669968793,1.0,1.0,11,0.04311771650546017,4.689051669968793,11
support,1618,8.0,4.689051669968793,1.0,1.0,234,0.04311771650546017,4.689051669968793,234
thewalkingdead,782,8.0,4.689051669968793,1.0,1.0,92,0.04311771650546017,4.689051669968793,92
brexit,578,8.0,4.689051669968793,1.0,1.0,66,0.04311771650546017,4.689051669968793,66
bad,916,8.0,4.689051669968793,1.0,1.0,111,0.04311771650546017,4.689051669968793,111
anyone,626,8.0,4.689051669968793,1.0,1.0,73,0.04311771650546017,4.689051669968793,73
lot,1239,8.0,4.689051669968793,1.0,1.0,161,0.04311771650546017,4.689051669968793,161
said,1701,8.0,4.689051669968793,1.0,1.0,250,0.04311771650546017,4.689051669968793,250
stop,213,8.0,4.689051669968793,1.0,1.0,18,0.04311771650546017,4.689051669968793,18
guy,33,8.0,4.689051669968793,1.0,1.0,2,0.04311771650546017,4.689051669968793,2
tim,976,8.0,4.689051669968793,1.0,1.0,118,0.04311771650546017,4.689051669968793,118
yeah,597,8.0,4.689051669968793,1.0,1.0,68,0.04311771650546017,4.689051669968793,68
conservatives,1041,8.0,4.689051669968793,1.0,1.0,129,0.04311771650546017,4.689051669968793,129
sure,1152,8.0,4.689051669968793,1.0,1.0,145,0.04311771650546017,4.689051669968793,145
thats,1153,8.0,4.689051669968793,1.0,1.0,145,0.04311771650546017,4.689051669968793,145
duncan,975,8.0,4.689051669968793,1.0,1.0,118,0.04311771650546017,4.689051669968793,118
vaccines,1269,8.0,4.689051669968793,1.0,1.0,166,0.04311771650546016,4.689051669968793,166
syria,677,5.0,5.159055299214529,1.4,2.0,79,0.04150964033850771,10.318110598429058,79
using,2496,6.0,4.976733742420574,1.1666666666666667,2.0,829,0.04004268528384369,9.953467484841148,829
abortion,1619,6.0,4.976733742420574,1.1666666666666667,2.0,688,0.04004268528384369,9.953467484841148,688
ashley,854,7.0,4.822583062593316,1.0,1.0,101,0.03880239245764737,4.822583062593316,101
liked,559,7.0,4.822583062593316,1.0,1.0,62,0.03880239245764737,4.822583062593316,62
days,298,7.0,4.822583062593316,1.0,1.0,28,0.03880239245764737,4.822583062593316,28
melania,1035,7.0,4.822583062593316,1.0,1.0,127,0.03880239245764737,4.822583062593316,127
third,719,7.0,4.822583062593316,1.0,1.0,84,0.03880239245764737,4.822583062593316,84
use,1214,7.0,4.822583062593316,1.0,1.0,157,0.03880239245764737,4.822583062593316,157
homeopathy,127,7.0,4.822583062593316,1.0,1.0,10,0.03880239245764737,4.822583062593316,10
ben,291,7.0,4.822583062593316,1.0,1.0,27,0.03880239245764737,4.822583062593316,27
last,444,7.0,4.822583062593316,1.0,1.0,48,0.03880239245764737,4.822583062593316,48
miss,422,7.0,4.822583062593316,1.0,1.0,44,0.03880239245764737,4.822583062593316,44
country,418,7.0,4.822583062593316,1.0,1.0,44,0.03880239245764737,4.822583062593316,44
also,686,7.0,4.822583062593316,1.0,1.0,81,0.03880239245764737,4.822583062593316,81
man,117,7.0,4.822583062593316,1.0,1.0,9,0.03880239245764737,4.822583062593316,9
didnt,339,7.0,4.822583062593316,1.0,1.0,33,0.03880239245764737,4.822583062593316,33
aleppo,673,7.0,4.822583062593316,1.0,1.0,79,0.03880239245764737,4.822583062593316,79
suppression,345,7.0,4.822583062593316,1.0,1.0,33,0.03880239245764737,4.822583062593316,33
stillwithher,636,7.0,4.822583062593316,1.0,1.0,73,0.03880239245764737,4.822583062593316,73
wall,379,7.0,4.822583062593316,1.0,1.0,38,0.03880239245764737,4.822583062593316,38
wait,961,7.0,4.822583062593316,1.0,1.0,115,0.03880239245764737,4.822583062593316,115
again,1026,7.0,4.822583062593316,1.0,1.0,126,0.03880239245764737,4.822583062593316,126
means,494,7.0,4.822583062593316,1.0,1.0,54,0.03880239245764737,4.822583062593316,54
dems,648,7.0,4.822583062593316,1.0,1.0,75,0.03880239245764737,4.822583062593316,75
id,1028,7.0,4.822583062593316,1.0,1.0,126,0.03880239245764737,4.822583062593316,126
used,366,7.0,4.822583062593316,1.0,1.0,37,0.03880239245764737,4.822583062593316,37
perfect,55,7.0,4.822583062593316,1.0,1.0,4,0.03880239245764737,4.822583062593316,4
read,552,7.0,4.822583062593316,1.0,1.0,61,0.03880239245764737,4.822583062593316,61
better,804,7.0,4.822583062593316,1.0,1.0,95,0.03880239245764737,4.822583062593316,95
had,94,7.0,4.822583062593316,1.0,1.0,7,0.03880239245764737,4.822583062593316,7
keep,1541,7.0,4.822583062593316,1.0,1.0,218,0.03880239245764737,4.822583062593316,218
years,1487,7.0,4.822583062593316,1.0,1.0,207,0.03880239245764737,4.822583062593316,207
gay,1613,7.0,4.822583062593316,1.0,1.0,234,0.03880239245764737,4.822583062593316,234
